device,play_count,active_duration_s,churn,mean_score,sd_score,best_score,worst_score,best_score_index,best_sub_mean_count,best_sub_mean_ratio,consecutive_play_ratio,median_gap
358574050264730,1,0,1,1082.0,0.0,1082.0,1082.0,0.0,0.0,0.0,0.0,0.0
355706052881029,1,0,1,557.0,0.0,557.0,557.0,0.0,0.0,0.0,0.0,0.0
351510060267898,1,0,1,2580.0,0.0,2580.0,2580.0,0.0,0.0,0.0,0.0,0.0
35778505219765,18,179190,0,108.94444444444444,77.25389038907304,292.0,28.0,0.8823529411764706,10.169753086419753,1.6802651708312084,0.8823529411764706,50.0
352905057112397,1,0,1,144.0,0.0,144.0,144.0,0.0,0.0,0.0,0.0,0.0
352316059633416,10,173601,1,35.8,29.55604845035953,119.0,21.0,1.0,8.32,2.3240223463687153,0.8888888888888888,1.0
355342050778205,1,0,1,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0
35222605241587,1,0,1,54.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0
353872060332025,7,151587,1,124.28571428571429,185.19851456185702,477.0,1.0,1.0,50.38775510204082,2.8379310344827586,0.8333333333333334,51.0
35396305257119,5,224,1,102.4,64.18286375661341,205.0,39.0,0.5,20.52,1.0019531249999998,1.0,53.5
357952051256114,1,0,1,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
355031051125728,2,46099,1,38.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,46099.0
357538062005986,4,152,1,51.0,19.06567596493762,73.0,27.0,0.0,5.5,0.43137254901960786,1.0,47.0
353852050914883,1,0,1,63.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0
357677062918507,1,0,1,596.0,0.0,596.0,596.0,0.0,0.0,0.0,0.0,0.0
352903055542418,1,0,1,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0
356546051306522,1,0,1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
866036024011063,5,327168,1,152.6,72.12932829300438,284.0,75.0,0.25,26.28,0.8610747051114024,0.75,67.5
353870060575726,7,172750,0,348.2857142857143,362.60829487230995,1215.0,51.0,1.0,123.81632653061226,2.488515176374077,0.6666666666666666,1859.5
353872060377178,2,172,1,458.0,447.0,905.0,11.0,1.0,223.5,0.9759825327510917,1.0,172.0
356895051316381,2,15,1,0.5,0.5,1.0,0.0,1.0,0.25,1.0,1.0,15.0
353166062380888,1,0,1,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0
358574050354192,1,0,1,398.0,0.0,398.0,398.0,0.0,0.0,0.0,0.0,0.0
355124041337147,5,93,1,23.2,14.89160837518903,43.0,2.0,0.25,3.96,0.8534482758620691,1.0,24.0
35451605549982,1,0,1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
353871061004609,1,0,1,320.0,0.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0
351608061417346,4,94,1,73.0,41.14608122288197,114.0,8.0,0.6666666666666666,10.25,0.5616438356164384,1.0,35.0
359106049450200,4,93,1,45.0,30.894983411550815,85.0,12.0,1.0,10.0,0.8888888888888888,1.0,27.0
359796046384772,2,319,1,45.5,22.5,68.0,23.0,1.0,11.25,0.4945054945054945,1.0,319.0
35237005165684,1,0,1,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0
358408051294406,1,0,1,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0
352260050126675,1,0,1,32.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0
356562051586260,1,0,1,69.0,0.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0
358574051835769,1,0,1,218.0,0.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0
353852053103583,1,0,1,85.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0
358408052951863,3,120,1,47.333333333333336,23.809428571238094,81.0,30.0,1.0,11.222222222222221,0.7112676056338028,1.0,60.0
357562060069422,1,0,1,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0
356143060111596,2,27,0,50.0,40.0,90.0,10.0,0.0,20.0,0.8,1.0,27.0
353917060436043,2,43,1,59.0,3.0,62.0,56.0,0.0,1.5,0.05084745762711865,1.0,43.0
352454070816502,1,0,1,126.0,0.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0
358409050109777,6,93,1,22.166666666666668,21.042945505692767,62.0,0.0,0.8,6.638888888888888,1.7969924812030071,1.0,19.0
356185060071247,14,152684,1,511.0,449.77740526366404,1753.0,8.0,0.46153846153846156,88.71428571428571,2.4305283757338554,0.6153846153846154,1100.0
352317051765107,189,425711,0,208.37037037037038,204.42483611205253,1235.0,0.0,0.9361702127659575,5.431902802273172,4.926946320654105,0.9202127659574468,54.5
358534060099013,3,183,1,118.66666666666667,58.88029287366775,193.0,49.0,1.0,24.777777777777775,0.6264044943820224,1.0,91.5
357494045808270,1,0,1,37.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0
357557058325794,1,0,1,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0
352177051797470,3,899,1,38.333333333333336,27.182510717166817,60.0,0.0,0.5,7.222222222222221,0.5652173913043478,1.0,449.5
358505050134127,1,0,1,107.0,0.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0
355032052350927,1,0,1,487.0,0.0,487.0,487.0,0.0,0.0,0.0,0.0,0.0
357538061059364,2,54,1,67.0,50.0,117.0,17.0,1.0,25.0,0.746268656716418,1.0,54.0
352905051419004,1,0,1,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
357623050897386,1,0,1,103.0,0.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0
352316057914800,1,0,1,53.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0
358010060907257,2,54,1,70.0,9.0,79.0,61.0,1.0,4.5,0.12857142857142856,1.0,54.0
353873062453306,1,0,1,72.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0
35778505336926,1,0,0,232.0,0.0,232.0,232.0,0.0,0.0,0.0,0.0,0.0
357538067372324,9,6965,1,82.44444444444444,40.357048430536786,124.0,20.0,0.75,4.617283950617284,0.5040431266846361,0.875,55.0
353930056698344,1,0,1,46.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0
353930056327712,1,0,1,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
357470048930329,22,328239,0,117.27272727272727,98.86546497786402,359.0,1.0,0.38095238095238093,10.987603305785125,2.06124031007752,0.9523809523809523,40.0
35451605577546,3,767,1,23.333333333333332,18.517259216441534,49.0,6.0,0.5,8.555555555555555,1.1,1.0,383.5
357842050595630,5,608,1,325.2,139.3461876048283,519.0,156.0,0.5,38.760000000000005,0.5959409594095941,1.0,133.0
353472060923483,2,165,1,46.0,42.0,88.0,4.0,0.0,21.0,0.9130434782608695,1.0,165.0
352260053454884,1,0,1,38.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0
354164061209686,1,0,1,108.0,0.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0
353871060353106,1,0,1,52.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0
357732057067339,1,0,1,1122.0,0.0,1122.0,1122.0,0.0,0.0,0.0,0.0,0.0
353873061251370,4,354,1,355.0,210.59083550810087,612.0,26.0,0.6666666666666666,64.25,0.723943661971831,1.0,139.0
353962051017469,1,0,1,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0
353852051917307,13,880,1,58.23076923076923,70.09351319284815,246.0,0.0,0.8333333333333334,14.443786982248522,3.224570673712021,1.0,56.0
352169070016917,4,35,1,23.75,21.111312133545844,54.0,3.0,0.6666666666666666,7.5625,1.2736842105263158,1.0,12.0
352455051900223,1,0,1,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0
359087050634637,2,280885,1,41.5,6.5,48.0,35.0,0.0,3.25,0.1566265060240964,0.0,280885.0
358409051022714,1,0,1,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0
358362041909492,1,0,1,121.0,0.0,121.0,121.0,0.0,0.0,0.0,0.0,0.0
353962052341553,1,0,1,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0
865304020778841,2,69,1,4.0,1.0,5.0,3.0,1.0,0.5,0.25,1.0,69.0
35428205033801,3,301,1,312.0,161.41251500425858,472.0,91.0,1.0,53.333333333333336,0.5128205128205128,1.0,150.5
356432050249387,11,61048,1,157.36363636363637,312.2508527471499,1125.0,4.0,0.5,87.96694214876032,6.1490467937608315,0.8,104.0
353981061222794,22,313783,1,186.8181818181818,115.78296167777033,405.0,4.0,1.0,9.917355371900827,1.1678832116788322,0.9047619047619048,57.0
355890046496118,1,0,1,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
356456055113306,2,93,1,86.5,44.5,131.0,42.0,0.0,22.25,0.5144508670520231,1.0,93.0
356164050939432,1,0,1,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
355888057839283,3,331417,1,708.6666666666666,916.9414133714082,2005.0,32.0,0.0,432.11111111111114,1.8292568203198498,0.0,165708.5
352981058624797,1,0,1,130.0,0.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0
356164051927121,8,314529,1,94.5,91.0,247.0,8.0,0.42857142857142855,19.0625,1.6137566137566137,0.8571428571428571,53.0
357941060136474,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
353873062575439,5,859,1,235.4,239.05028759656412,655.0,0.0,1.0,83.92,1.7824978759558199,1.0,168.0
356172053083306,1,0,1,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0
352424061905234,1,0,1,924.0,0.0,924.0,924.0,0.0,0.0,0.0,0.0,0.0
35578205185843,1,0,1,45.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0
359964040590022,1,0,0,113.0,0.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0
356457052449594,2,379,1,20.0,8.0,28.0,12.0,1.0,4.0,0.4,1.0,379.0
352552061658534,3,66814,1,209.0,142.85657142742858,313.0,7.0,1.0,34.666666666666664,0.49760765550239233,0.5,33407.0
356458055543227,17,272034,0,172.2941176470588,156.04590753850476,540.0,0.0,1.0,21.62975778546713,2.134175486514169,0.8125,92.5
358414046516069,1,0,1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
356271053433188,1,0,1,129.0,0.0,129.0,129.0,0.0,0.0,0.0,0.0,0.0
35190405150159,3,191,1,31.0,21.275964529643932,56.0,4.0,0.0,8.333333333333334,0.8064516129032258,1.0,95.5
35466905054882,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35466905063044,50,211209,1,43.24,45.230768288853994,213.0,0.0,0.12244897959183673,3.3952,3.9259944495837185,0.8979591836734694,18.0
35778505027336,1,0,1,41.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0
357935060109747,5,2555,1,10.0,9.57078889120432,28.0,1.0,0.25,3.6,1.8,1.0,21.0
353873060074526,7,59116,1,191.71428571428572,267.2878139949595,828.0,15.0,0.6666666666666666,90.89795918367346,3.318926974664679,0.8333333333333334,143.0
351538062057678,8,176254,0,29.0,24.269322199023193,66.0,2.0,1.0,4.625,1.2758620689655173,0.7142857142857143,36.0
355874071041635,1,0,1,103.0,0.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0
352172061837101,4,55122,1,140.0,90.93129274347748,272.0,21.0,1.0,33.0,0.9428571428571428,0.6666666666666666,335.0
354636032090113,49,286852,1,38.44897959183673,41.015209336512605,154.0,0.0,0.9791666666666666,2.3581840899625157,3.0053078556263273,0.9375,26.0
352905059166359,5,17124,1,31.4,15.47384890710776,54.0,11.0,1.0,4.5200000000000005,0.7197452229299364,0.75,23.0
355031052833866,1,0,1,639.0,0.0,639.0,639.0,0.0,0.0,0.0,0.0,0.0
A000002AED8AA8,1,0,1,88.0,0.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0
353117064140424,1,0,1,307.0,0.0,307.0,307.0,0.0,0.0,0.0,0.0,0.0
351538060727652,1,0,1,655.0,0.0,655.0,655.0,0.0,0.0,0.0,0.0,0.0
353852053306061,1,0,1,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
355343051819113,2,76,1,13.0,2.0,15.0,11.0,1.0,1.0,0.15384615384615385,1.0,76.0
353962050307457,1,0,1,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0
356183060495086,7,15343,1,151.57142857142858,91.51246151341849,285.0,6.0,0.6666666666666666,19.061224489795915,0.8803016022620168,0.8333333333333334,81.0
352903055468879,6,32548,1,189.66666666666666,117.82425707618764,340.0,3.0,0.0,25.055555555555557,0.7926186291739895,0.6,619.0
352461071735870,1,0,1,729.0,0.0,729.0,729.0,0.0,0.0,0.0,0.0,0.0
357952050150128,2,37,1,39.0,15.0,54.0,24.0,1.0,7.5,0.38461538461538464,1.0,37.0
352843060659874,1,0,1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
356172051492863,8,306,1,111.0,75.70832186754637,258.0,7.0,0.5714285714285714,18.375,1.3243243243243243,1.0,37.0
353917060545017,3,39,1,9.0,6.97614984548545,18.0,1.0,0.5,3.0,1.0,1.0,19.5
358479052363797,4,176,1,55.75,57.60805065266486,149.0,1.0,0.0,23.3125,1.6726457399103138,1.0,58.0
355194060581578,9,79,1,15.0,14.598325626972127,43.0,0.0,0.375,3.111111111111111,1.8666666666666667,1.0,9.5
359795044251678,2,10245,1,46.5,45.5,92.0,1.0,0.0,22.75,0.978494623655914,0.0,10245.0
353009060125899,1,0,1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
352469071316831,1,0,1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
353557066340888,1,0,1,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
35237005151054,1,0,1,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
356562052419362,1,0,1,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0
352260058711932,1,0,1,188.0,0.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0
355706053299882,1,0,1,76.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0
358479053862433,1,0,1,44.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0
353962050222102,1,0,1,79.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0
353852050859021,6,134578,1,63.0,67.33003292241385,175.0,0.0,1.0,18.666666666666668,1.7777777777777777,0.8,54.0
358479053897272,1,0,1,68.0,0.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0
359550050228676,3,246679,1,42.666666666666664,16.81930108205715,62.0,21.0,1.0,6.4444444444444455,0.45312500000000006,0.0,123339.5
356185060749438,1,0,1,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0
358913043580630,8,144,1,58.75,41.08451654820828,137.0,1.0,0.0,9.78125,1.3319148936170213,1.0,20.0
353870061436266,2,36,1,17.0,11.0,28.0,6.0,1.0,5.5,0.6470588235294118,1.0,36.0
352905056232014,1,0,1,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0
35617205058207,1,0,1,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0
352135077786588,1,0,1,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0
353962052792516,2,10097,1,184.0,3.0,187.0,181.0,1.0,1.5,0.016304347826086956,0.0,10097.0
356458055112809,1,0,1,301.0,0.0,301.0,301.0,0.0,0.0,0.0,0.0,0.0
357470045904483,1,0,1,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0
352318050509892,28,213726,0,76.64285714285714,87.08297122601537,391.0,0.0,0.14814814814814814,11.227040816326532,4.101584342963654,0.8888888888888888,41.0
358408054246031,16,1327,1,20.875,12.569183545481385,53.0,4.0,0.26666666666666666,2.0078125,1.5389221556886228,1.0,23.0
35451605726911,1,0,1,65.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0
356885063661114,1,0,1,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0
358479051520439,6,249,1,55.666666666666664,35.46202977207531,105.0,20.0,1.0,8.222222222222223,0.8862275449101797,1.0,55.0
A0000029D8B2C7,47,270887,0,54.255319148936174,59.088994577817054,242.0,8.0,0.15217391304347827,3.9945676776822094,3.460392156862745,0.9565217391304348,17.5
357941061698209,1,0,1,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0
352254051819008,8,108204,1,73.125,59.7441158190495,179.0,1.0,0.0,13.234375,1.4478632478632478,0.7142857142857143,47.0
35843205195747,1,0,1,10011.0,0.0,10011.0,10011.0,0.0,0.0,0.0,0.0,0.0
354678065586369,5,420803,1,221.4,169.72518964490806,515.0,24.0,1.0,58.720000000000006,1.3261065943992774,0.75,355.5
358818044190323,1,0,1,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
35190405242942,1,0,1,240.0,0.0,240.0,240.0,0.0,0.0,0.0,0.0,0.0
356458055121891,5,440,1,157.0,124.44918641758973,314.0,1.0,0.5,31.4,1.0,1.0,101.0
351608060405102,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356546052086495,1,0,1,326.0,0.0,326.0,326.0,0.0,0.0,0.0,0.0,0.0
358107060798411,2,223,1,736.0,503.0,1239.0,233.0,1.0,251.5,0.6834239130434783,1.0,223.0
354257051142139,1,0,1,113.0,0.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0
353116064657395,1,0,1,984.0,0.0,984.0,984.0,0.0,0.0,0.0,0.0,0.0
A0000028CA0BC4,14,180375,1,30.214285714285715,28.64606323346212,94.0,0.0,0.46153846153846156,4.5561224489795915,2.111111111111111,0.8461538461538461,22.0
352610060769684,3,36,0,22.333333333333332,14.383632673594278,41.0,6.0,0.0,6.222222222222222,0.8358208955223881,1.0,18.0
352903051120524,2,28,1,19.0,12.0,31.0,7.0,1.0,6.0,0.631578947368421,1.0,28.0
357470047433721,1,0,1,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0
356458056228810,1,0,1,114.0,0.0,114.0,114.0,0.0,0.0,0.0,0.0,0.0
357766061893835,1,0,1,37.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0
357952050171611,2,52,1,138.5,43.5,182.0,95.0,1.0,21.75,0.3140794223826715,1.0,52.0
354153063609779,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353930052410025,7,99546,1,40.857142857142854,30.125587469926014,101.0,3.0,0.5,8.591836734693878,1.4720279720279723,0.8333333333333334,113.0
352318052167905,1,0,1,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
354679062435261,1,0,1,354.0,0.0,354.0,354.0,0.0,0.0,0.0,0.0,0.0
352903050673184,1,0,1,66.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0
357677061430124,1,0,1,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
356432050256234,1,0,1,669.0,0.0,669.0,669.0,0.0,0.0,0.0,0.0,0.0
352896070351056,1,0,1,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0
359796049927239,3,10945,1,74.0,12.832251036613439,85.0,56.0,0.5,3.6666666666666665,0.14864864864864866,0.5,5472.5
356183061125062,1,0,1,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0
35236905434399,1,0,1,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0
358532061289328,2,231664,1,1890.0,962.0,2852.0,928.0,1.0,481.0,0.508994708994709,0.0,231664.0
356546051382366,1,0,1,236.0,0.0,236.0,236.0,0.0,0.0,0.0,0.0,0.0
353917060406087,2,46,1,8.5,1.5,10.0,7.0,0.0,0.75,0.17647058823529413,1.0,46.0
352610060226198,1,0,1,343.0,0.0,343.0,343.0,0.0,0.0,0.0,0.0,0.0
352552062040559,3,77,1,41.333333333333336,16.49915822768611,53.0,18.0,0.0,3.888888888888888,0.28225806451612895,1.0,38.5
354596061770656,1,0,1,298.0,0.0,298.0,298.0,0.0,0.0,0.0,0.0,0.0
357952051075621,17,412820,0,55.88235294117647,63.003158046842636,235.0,2.0,0.5625,10.536332179930795,3.205263157894737,0.8125,39.0
356895055815966,1,0,1,37.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0
354888061307138,1,0,1,330.0,0.0,330.0,330.0,0.0,0.0,0.0,0.0,0.0
358575051481181,1,0,1,1426.0,0.0,1426.0,1426.0,0.0,0.0,0.0,0.0,0.0
A0000029D73C70,2,24,1,12.5,10.5,23.0,2.0,1.0,5.25,0.84,1.0,24.0
357630054333748,1,0,1,57.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0
35503305122699,1,0,1,745.0,0.0,745.0,745.0,0.0,0.0,0.0,0.0,0.0
357732055833401,1,0,1,1591.0,0.0,1591.0,1591.0,0.0,0.0,0.0,0.0,0.0
352260053960005,7,239,1,39.0,24.053511772118195,74.0,10.0,0.0,5.0,0.8974358974358975,1.0,35.0
352317053398170,2,102,1,157.0,16.0,173.0,141.0,1.0,8.0,0.10191082802547771,1.0,102.0
357538063741472,1,0,1,158.0,0.0,158.0,158.0,0.0,0.0,0.0,0.0,0.0
357630055155520,1,0,1,3002.0,0.0,3002.0,3002.0,0.0,0.0,0.0,0.0,0.0
356456057073417,2,144,1,533.0,249.0,782.0,284.0,0.0,124.5,0.46716697936210133,1.0,144.0
35843205132190,3,337148,0,17.333333333333332,14.70449666674185,38.0,5.0,0.0,6.888888888888889,1.1923076923076925,0.5,168574.0
357538064909466,8,232960,0,92.5,69.8426803609369,221.0,12.0,0.0,16.0625,1.3891891891891892,0.8571428571428571,52.0
355876071117331,2,445,1,159.0,5.0,164.0,154.0,1.0,2.5,0.031446540880503145,1.0,445.0
356899057443751,1,0,1,32.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0
359506042136120,7,276126,1,675.1428571428571,766.8945594448578,2453.0,20.0,0.5,253.9795918367347,2.633305120609395,0.5,2208.0
35236905567499,2,65,1,105.0,52.0,157.0,53.0,0.0,26.0,0.49523809523809526,1.0,65.0
357538068631330,1,0,1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
356183060021403,2,78,1,87.5,53.5,141.0,34.0,1.0,26.75,0.6114285714285714,1.0,78.0
359796041487547,2,41073,1,115.0,85.0,200.0,30.0,1.0,42.5,0.7391304347826086,0.0,41073.0
356432059457593,1,0,1,54.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0
352435060417377,1,0,1,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
352610060769502,2,28060,1,115.0,42.0,157.0,73.0,1.0,21.0,0.3652173913043478,0.0,28060.0
865304020728739,2,23,1,5.0,5.0,10.0,0.0,0.0,2.5,1.0,1.0,23.0
353870061103213,5,320,1,236.8,268.7522278977423,745.0,18.0,1.0,101.64,2.146114864864865,1.0,58.0
356428050237653,1,0,1,711.0,0.0,711.0,711.0,0.0,0.0,0.0,0.0,0.0
356183060343658,1,0,1,231.0,0.0,231.0,231.0,0.0,0.0,0.0,0.0,0.0
353917060814322,1,0,1,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
351538060321092,5,350,1,50.8,43.00418584277582,115.0,6.0,0.75,12.84,1.2637795275590553,1.0,82.5
